week,day_id,day,Activity Level,Acceleration
1,1,Friday,activity_1,88.37777778
1,1,Friday,activity_2,82.24444444
1,1,Friday,activity_3,64.44444444
1,1,Friday,activity_4,70.04444444
1,1,Friday,activity_5,75.04444444
1,1,Friday,activity_6,66.26666667
1,1,Friday,activity_7,53.75555556
1,1,Friday,activity_8,47.84444444
1,1,Friday,activity_9,55.46666667
1,1,Friday,activity_10,42.95555556
1,1,Friday,activity_11,46.75555556
1,1,Friday,activity_12,25.48888889
1,1,Friday,activity_13,18.97777778
1,1,Friday,activity_14,31.11111111
1,1,Friday,activity_15,22.86666667
1,1,Friday,activity_16,24.8
1,1,Friday,activity_17,51.02222222
1,1,Friday,activity_18,35.48888889
1,1,Friday,activity_19,40.97777778
1,1,Friday,activity_20,59.02222222
1,1,Friday,activity_21,25.17777778
1,1,Friday,activity_22,19.42222222
1,1,Friday,activity_23,44.71111111
1,1,Friday,activity_24,17.13333333
1,1,Friday,activity_25,43.88888889
1,1,Friday,activity_26,47.46666667
1,1,Friday,activity_27,46.11111111
1,1,Friday,activity_28,34.64444444
1,1,Friday,activity_29,40.28888889
1,1,Friday,activity_30,46.46666667
1,1,Friday,activity_31,53.2
1,1,Friday,activity_32,23.75555556
1,1,Friday,activity_33,35.31111111
1,1,Friday,activity_34,30.66666667
1,1,Friday,activity_35,40.13333333
1,1,Friday,activity_36,25.33333333
1,1,Friday,activity_37,8.888888889
1,1,Friday,activity_38,14.71111111
1,1,Friday,activity_39,18.53333333
1,1,Friday,activity_40,40.68888889
1,1,Friday,activity_41,20
1,1,Friday,activity_42,37.11111111
1,1,Friday,activity_43,22.6
1,1,Friday,activity_44,22.77777778
1,1,Friday,activity_45,16.08888889
1,1,Friday,activity_46,29.77777778
1,1,Friday,activity_47,39.44444444
1,1,Friday,activity_48,29.66666667
1,1,Friday,activity_49,54.75555556
1,1,Friday,activity_50,48.26666667
1,1,Friday,activity_51,66.06666667
1,1,Friday,activity_52,65.24444444
1,1,Friday,activity_53,35.68888889
1,1,Friday,activity_54,31.71111111
1,1,Friday,activity_55,26.02222222
1,1,Friday,activity_56,36.62222222
1,1,Friday,activity_57,25.15555556
1,1,Friday,activity_58,27.93333333
1,1,Friday,activity_59,58.02222222
1,1,Friday,activity_60,44.24444444
1,1,Friday,activity_61,46.77777778
1,1,Friday,activity_62,41.73333333
1,1,Friday,activity_63,56.95555556
1,1,Friday,activity_64,51.15555556
1,1,Friday,activity_65,63.53333333
1,1,Friday,activity_66,45.42222222
1,1,Friday,activity_67,44.88888889
1,1,Friday,activity_68,21.71111111
1,1,Friday,activity_69,11.62222222
1,1,Friday,activity_70,37.4
1,1,Friday,activity_71,36.08888889
1,1,Friday,activity_72,25.8
1,1,Friday,activity_73,15.11111111
1,1,Friday,activity_74,38.48888889
1,1,Friday,activity_75,46.66666667
1,1,Friday,activity_76,50.11111111
1,1,Friday,activity_77,52.46666667
1,1,Friday,activity_78,67.93333333
1,1,Friday,activity_79,71.35555556
1,1,Friday,activity_80,61.08888889
1,1,Friday,activity_81,35.35555556
1,1,Friday,activity_82,41.48888889
1,1,Friday,activity_83,46.62222222
1,1,Friday,activity_84,38.26666667
1,1,Friday,activity_85,23.35555556
1,1,Friday,activity_86,68.68888889
1,1,Friday,activity_87,44.04444444
1,1,Friday,activity_88,33.82222222
1,1,Friday,activity_89,21.31111111
1,1,Friday,activity_90,37.08888889
1,1,Friday,activity_91,46.8
1,1,Friday,activity_92,46.86666667
1,1,Friday,activity_93,39.77777778
1,1,Friday,activity_94,26.84444444
1,1,Friday,activity_95,22.66666667
1,1,Friday,activity_96,36.31111111
1,1,Friday,activity_97,33.73333333
1,1,Friday,activity_98,66.95555556
1,1,Friday,activity_99,47.86666667
1,1,Friday,activity_100,38.48888889
1,1,Friday,activity_101,34.73333333
1,1,Friday,activity_102,52.46666667
1,1,Friday,activity_103,24.86666667
1,1,Friday,activity_104,18.8
1,1,Friday,activity_105,23.75555556
1,1,Friday,activity_106,32.6
1,1,Friday,activity_107,2.844444444
1,1,Friday,activity_108,11.68888889
1,1,Friday,activity_109,42.53333333
1,1,Friday,activity_110,34.08888889
1,1,Friday,activity_111,31.64444444
1,1,Friday,activity_112,44.4
1,1,Friday,activity_113,36.66666667
1,1,Friday,activity_114,14.13333333
1,1,Friday,activity_115,20.82222222
1,1,Friday,activity_116,10.95555556
1,1,Friday,activity_117,26.2
1,1,Friday,activity_118,18.6
1,1,Friday,activity_119,39.53333333
1,1,Friday,activity_120,11.17777778
1,1,Friday,activity_121,34.02222222
1,1,Friday,activity_122,39.08888889
1,1,Friday,activity_123,46.8
1,1,Friday,activity_124,44.2
1,1,Friday,activity_125,40.37777778
1,1,Friday,activity_126,40.88888889
1,1,Friday,activity_127,38.77777778
1,1,Friday,activity_128,19.84444444
1,1,Friday,activity_129,13.51111111
1,1,Friday,activity_130,22.46666667
1,1,Friday,activity_131,18.42222222
1,1,Friday,activity_132,19.73333333
1,1,Friday,activity_133,9.444444444
1,1,Friday,activity_134,20.06666667
1,1,Friday,activity_135,13.97777778
1,1,Friday,activity_136,14.24444444
1,1,Friday,activity_137,12.62222222
1,1,Friday,activity_138,23.71111111
1,1,Friday,activity_139,15.6
1,1,Friday,activity_140,25.15555556
1,1,Friday,activity_141,23.6
1,1,Friday,activity_142,16.37777778
1,1,Friday,activity_143,17.22222222
1,1,Friday,activity_144,10.17777778
1,1,Friday,activity_145,8.155555556
1,1,Friday,activity_146,11.62222222
1,1,Friday,activity_147,22.97777778
1,1,Friday,activity_148,20.88888889
1,1,Friday,activity_149,16.46666667
1,1,Friday,activity_150,13.86666667
1,1,Friday,activity_151,7.266666667
1,1,Friday,activity_152,9
1,1,Friday,activity_153,7.488888889
1,1,Friday,activity_154,14
1,1,Friday,activity_155,31.15555556
1,1,Friday,activity_156,19.33333333
1,1,Friday,activity_157,15.64444444
1,1,Friday,activity_158,15.64444444
1,1,Friday,activity_159,12.13333333
1,1,Friday,activity_160,14.13333333
1,1,Friday,activity_161,20.55555556
1,1,Friday,activity_162,31.53333333
1,1,Friday,activity_163,4
1,1,Friday,activity_164,30.62222222
1,1,Friday,activity_165,27.68888889
1,1,Friday,activity_166,14.4
1,1,Friday,activity_167,44.48888889
1,1,Friday,activity_168,40.35555556
1,1,Friday,activity_169,30.88888889
1,1,Friday,activity_170,25.46666667
1,1,Friday,activity_171,33
1,1,Friday,activity_172,28.51111111
1,1,Friday,activity_173,61.17777778
1,1,Friday,activity_174,47.48888889
1,1,Friday,activity_175,42.64444444
1,1,Friday,activity_176,21.91111111
1,1,Friday,activity_177,30.31111111
1,1,Friday,activity_178,43.71111111
1,1,Friday,activity_179,65.06666667
1,1,Friday,activity_180,44.91111111
1,1,Friday,activity_181,55.4
1,1,Friday,activity_182,52.02222222
1,1,Friday,activity_183,75.62222222
1,1,Friday,activity_184,49.22222222
1,1,Friday,activity_185,44.93333333
1,1,Friday,activity_186,42.68888889
1,1,Friday,activity_187,34.55555556
1,1,Friday,activity_188,36.08888889
1,1,Friday,activity_189,53.15555556
1,1,Friday,activity_190,43.17777778
1,1,Friday,activity_191,49.77777778
1,1,Friday,activity_192,45.71111111
1,1,Friday,activity_193,82.93333333
1,1,Friday,activity_194,34.93333333
1,1,Friday,activity_195,52.66666667
1,1,Friday,activity_196,82.28888889
1,1,Friday,activity_197,54.15555556
1,1,Friday,activity_198,42.77777778
1,1,Friday,activity_199,35.48888889
1,1,Friday,activity_200,64.04444444
1,1,Friday,activity_201,42.28888889
1,1,Friday,activity_202,31.88888889
1,1,Friday,activity_203,43.64444444
1,1,Friday,activity_204,57.08888889
1,1,Friday,activity_205,43.26666667
1,1,Friday,activity_206,46.93333333
1,1,Friday,activity_207,52.91111111
1,1,Friday,activity_208,70.8
1,1,Friday,activity_209,59.22222222
1,1,Friday,activity_210,46.62222222
1,1,Friday,activity_211,36.17777778
1,1,Friday,activity_212,21.35555556
1,1,Friday,activity_213,44.02222222
1,1,Friday,activity_214,50.08888889
1,1,Friday,activity_215,34.22222222
1,1,Friday,activity_216,61.8
1,1,Friday,activity_217,56.48888889
1,1,Friday,activity_218,46.42222222
1,1,Friday,activity_219,73.73333333
1,1,Friday,activity_220,60.75555556
1,1,Friday,activity_221,49.51111111
1,1,Friday,activity_222,47.13333333
1,1,Friday,activity_223,25.53333333
1,1,Friday,activity_224,54.33333333
1,1,Friday,activity_225,51.77777778
1,1,Friday,activity_226,40.28888889
1,1,Friday,activity_227,72.73333333
1,1,Friday,activity_228,72.17777778
1,1,Friday,activity_229,40.86666667
1,1,Friday,activity_230,50.97777778
1,1,Friday,activity_231,59.06666667
1,1,Friday,activity_232,51.4
1,1,Friday,activity_233,67.31111111
1,1,Friday,activity_234,80.31111111
1,1,Friday,activity_235,67.2
1,1,Friday,activity_236,65.86666667
1,1,Friday,activity_237,95.42222222
1,1,Friday,activity_238,37.82222222
1,1,Friday,activity_239,54.28888889
1,1,Friday,activity_240,67.55555556
1,1,Friday,activity_241,47.77777778
1,1,Friday,activity_242,58.22222222
1,1,Friday,activity_243,81.71111111
1,1,Friday,activity_244,62.8
1,1,Friday,activity_245,49.37777778
1,1,Friday,activity_246,90.2
1,1,Friday,activity_247,82.84444444
1,1,Friday,activity_248,80.64444444
1,1,Friday,activity_249,61.26666667
1,1,Friday,activity_250,63.66666667
1,1,Friday,activity_251,90.64444444
1,1,Friday,activity_252,105.4666667
1,1,Friday,activity_253,68.62222222
1,1,Friday,activity_254,106.0888889
1,1,Friday,activity_255,84.31111111
1,1,Friday,activity_256,64.8
1,1,Friday,activity_257,72.48888889
1,1,Friday,activity_258,55.02222222
1,1,Friday,activity_259,47.55555556
1,1,Friday,activity_260,86.84444444
1,1,Friday,activity_261,47.73333333
1,1,Friday,activity_262,45.82222222
1,1,Friday,activity_263,84.86666667
1,1,Friday,activity_264,98.26666667
1,1,Friday,activity_265,113.9111111
1,1,Friday,activity_266,74.13333333
1,1,Friday,activity_267,50.28888889
1,1,Friday,activity_268,71.04444444
1,1,Friday,activity_269,40.04444444
1,1,Friday,activity_270,50.62222222
1,1,Friday,activity_271,49.77777778
1,1,Friday,activity_272,69.06666667
1,1,Friday,activity_273,65.04444444
1,1,Friday,activity_274,95.22222222
1,1,Friday,activity_275,90.22222222
1,1,Friday,activity_276,79
1,1,Friday,activity_277,100.8444444
1,1,Friday,activity_278,105.9111111
1,1,Friday,activity_279,75.97777778
1,1,Friday,activity_280,67.26666667
1,1,Friday,activity_281,87.48888889
1,1,Friday,activity_282,96.11111111
1,1,Friday,activity_283,66.2
1,1,Friday,activity_284,91.51111111
1,1,Friday,activity_285,52.4
1,1,Friday,activity_286,53.93333333
1,1,Friday,activity_287,54.51111111
1,1,Friday,activity_288,72.15555556
1,1,Friday,activity_289,123.3555556
1,1,Friday,activity_290,75.13333333
1,1,Friday,activity_291,83.35555556
1,1,Friday,activity_292,104.1111111
1,1,Friday,activity_293,82.44444444
1,1,Friday,activity_294,118.8444444
1,1,Friday,activity_295,76.48888889
1,1,Friday,activity_296,79.33333333
1,1,Friday,activity_297,99.71111111
1,1,Friday,activity_298,88.73333333
1,1,Friday,activity_299,81.4
1,1,Friday,activity_300,75.33333333
1,1,Friday,activity_301,117.6666667
1,1,Friday,activity_302,49.26666667
1,1,Friday,activity_303,63.04444444
1,1,Friday,activity_304,99.51111111
1,1,Friday,activity_305,108.9555556
1,1,Friday,activity_306,104.4222222
1,1,Friday,activity_307,115.4222222
1,1,Friday,activity_308,95.13333333
1,1,Friday,activity_309,73.46666667
1,1,Friday,activity_310,107.2888889
1,1,Friday,activity_311,121.1555556
1,1,Friday,activity_312,90.66666667
1,1,Friday,activity_313,113.0444444
1,1,Friday,activity_314,134.9555556
1,1,Friday,activity_315,142.6444444
1,1,Friday,activity_316,142.3777778
1,1,Friday,activity_317,144.6222222
1,1,Friday,activity_318,173.7555556
1,1,Friday,activity_319,137.6666667
1,1,Friday,activity_320,159.2
1,1,Friday,activity_321,177
1,1,Friday,activity_322,153.3333333
1,1,Friday,activity_323,145.4888889
1,1,Friday,activity_324,119.5333333
1,1,Friday,activity_325,121.8888889
1,1,Friday,activity_326,108.9555556
1,1,Friday,activity_327,133.8222222
1,1,Friday,activity_328,168.5777778
1,1,Friday,activity_329,194.9777778
1,1,Friday,activity_330,135.6888889
1,1,Friday,activity_331,65.28888889
1,1,Friday,activity_332,58.37777778
1,1,Friday,activity_333,73.91111111
1,1,Friday,activity_334,102.4
1,1,Friday,activity_335,117.3111111
1,1,Friday,activity_336,107.4222222
1,1,Friday,activity_337,109.0222222
1,1,Friday,activity_338,127.6222222
1,1,Friday,activity_339,149.6666667
1,1,Friday,activity_340,132.5333333
1,1,Friday,activity_341,120.1777778
1,1,Friday,activity_342,102.5333333
1,1,Friday,activity_343,75.97777778
1,1,Friday,activity_344,76.44444444
1,1,Friday,activity_345,85.53333333
1,1,Friday,activity_346,90.33333333
1,1,Friday,activity_347,175.8888889
1,1,Friday,activity_348,175.0444444
1,1,Friday,activity_349,150.6444444
1,1,Friday,activity_350,156.8222222
1,1,Friday,activity_351,124.5777778
1,1,Friday,activity_352,115.0888889
1,1,Friday,activity_353,99.84444444
1,1,Friday,activity_354,119.2888889
1,1,Friday,activity_355,149.5111111
1,1,Friday,activity_356,119.2888889
1,1,Friday,activity_357,126.3777778
1,1,Friday,activity_358,136.8222222
1,1,Friday,activity_359,85.22222222
1,1,Friday,activity_360,107.1555556
1,1,Friday,activity_361,107.5555556
1,1,Friday,activity_362,100.4444444
1,1,Friday,activity_363,140.7333333
1,1,Friday,activity_364,138.0444444
1,1,Friday,activity_365,125.0444444
1,1,Friday,activity_366,129.7333333
1,1,Friday,activity_367,134.2
1,1,Friday,activity_368,158.4888889
1,1,Friday,activity_369,136.5111111
1,1,Friday,activity_370,127.4
1,1,Friday,activity_371,157.4444444
1,1,Friday,activity_372,150.8888889
1,1,Friday,activity_373,172.3111111
1,1,Friday,activity_374,158.6888889
1,1,Friday,activity_375,179.5333333
1,1,Friday,activity_376,162.2222222
1,1,Friday,activity_377,183.2888889
1,1,Friday,activity_378,238.5111111
1,1,Friday,activity_379,159.3777778
1,1,Friday,activity_380,207.2
1,1,Friday,activity_381,212.2888889
1,1,Friday,activity_382,227.2444444
1,1,Friday,activity_383,214.0666667
1,1,Friday,activity_384,210
1,1,Friday,activity_385,221.0666667
1,1,Friday,activity_386,249.7111111
1,1,Friday,activity_387,202.9333333
1,1,Friday,activity_388,206.0666667
1,1,Friday,activity_389,197.7333333
1,1,Friday,activity_390,218.2
1,1,Friday,activity_391,214.4888889
1,1,Friday,activity_392,200.4888889
1,1,Friday,activity_393,163.0444444
1,1,Friday,activity_394,160.2444444
1,1,Friday,activity_395,194.0444444
1,1,Friday,activity_396,265.7111111
1,1,Friday,activity_397,230.6888889
1,1,Friday,activity_398,195.5777778
1,1,Friday,activity_399,180.8444444
1,1,Friday,activity_400,171.1333333
1,1,Friday,activity_401,196.3111111
1,1,Friday,activity_402,246.1555556
1,1,Friday,activity_403,272.8888889
1,1,Friday,activity_404,225.4888889
1,1,Friday,activity_405,319.4
1,1,Friday,activity_406,244.3333333
1,1,Friday,activity_407,206.4
1,1,Friday,activity_408,225.9333333
1,1,Friday,activity_409,229.4888889
1,1,Friday,activity_410,233.0888889
1,1,Friday,activity_411,215.8444444
1,1,Friday,activity_412,208.1111111
1,1,Friday,activity_413,219.4222222
1,1,Friday,activity_414,272.6444444
1,1,Friday,activity_415,224.2666667
1,1,Friday,activity_416,175.0888889
1,1,Friday,activity_417,162.4444444
1,1,Friday,activity_418,245.6888889
1,1,Friday,activity_419,209.6666667
1,1,Friday,activity_420,176.8888889
1,1,Friday,activity_421,184.6
1,1,Friday,activity_422,239.4888889
1,1,Friday,activity_423,205.1111111
1,1,Friday,activity_424,189.8666667
1,1,Friday,activity_425,184.8
1,1,Friday,activity_426,170.3111111
1,1,Friday,activity_427,249.4666667
1,1,Friday,activity_428,244.3777778
1,1,Friday,activity_429,253.4888889
1,1,Friday,activity_430,250.1111111
1,1,Friday,activity_431,258.6666667
1,1,Friday,activity_432,227.9333333
1,1,Friday,activity_433,263.6666667
1,1,Friday,activity_434,231.4666667
1,1,Friday,activity_435,265.2222222
1,1,Friday,activity_436,215.7777778
1,1,Friday,activity_437,245.6222222
1,1,Friday,activity_438,314.6666667
1,1,Friday,activity_439,289.1111111
1,1,Friday,activity_440,290.1111111
1,1,Friday,activity_441,289.0444444
1,1,Friday,activity_442,317.4
1,1,Friday,activity_443,282.2666667
1,1,Friday,activity_444,276.4444444
1,1,Friday,activity_445,255.7777778
1,1,Friday,activity_446,272.7333333
1,1,Friday,activity_447,282.6444444
1,1,Friday,activity_448,289.5555556
1,1,Friday,activity_449,295.7555556
1,1,Friday,activity_450,345.7555556
1,1,Friday,activity_451,322.4666667
1,1,Friday,activity_452,340.3555556
1,1,Friday,activity_453,296.5777778
1,1,Friday,activity_454,280.6
1,1,Friday,activity_455,381.9555556
1,1,Friday,activity_456,292.6222222
1,1,Friday,activity_457,284.3555556
1,1,Friday,activity_458,245.6444444
1,1,Friday,activity_459,367.0222222
1,1,Friday,activity_460,299.4
1,1,Friday,activity_461,257.6666667
1,1,Friday,activity_462,256.1777778
1,1,Friday,activity_463,251.4222222
1,1,Friday,activity_464,275.9777778
1,1,Friday,activity_465,314.1111111
1,1,Friday,activity_466,300.6666667
1,1,Friday,activity_467,190.9777778
1,1,Friday,activity_468,188.9777778
1,1,Friday,activity_469,213.6222222
1,1,Friday,activity_470,277.3777778
1,1,Friday,activity_471,360.3111111
1,1,Friday,activity_472,267.7555556
1,1,Friday,activity_473,316.6222222
1,1,Friday,activity_474,328.2888889
1,1,Friday,activity_475,364.1555556
1,1,Friday,activity_476,301.9777778
1,1,Friday,activity_477,255.8666667
1,1,Friday,activity_478,267.8
1,1,Friday,activity_479,250.6666667
1,1,Friday,activity_480,242.3333333
1,1,Friday,activity_481,194.1333333
1,1,Friday,activity_482,211.8666667
1,1,Friday,activity_483,261.0888889
1,1,Friday,activity_484,260.1333333
1,1,Friday,activity_485,284.8888889
1,1,Friday,activity_486,294.0444444
1,1,Friday,activity_487,218.6
1,1,Friday,activity_488,230.0666667
1,1,Friday,activity_489,250.9777778
1,1,Friday,activity_490,224.3111111
1,1,Friday,activity_491,197.6
1,1,Friday,activity_492,214.5777778
1,1,Friday,activity_493,248.6888889
1,1,Friday,activity_494,221.4444444
1,1,Friday,activity_495,232.4222222
1,1,Friday,activity_496,241.4888889
1,1,Friday,activity_497,223.0444444
1,1,Friday,activity_498,248.2222222
1,1,Friday,activity_499,343.5555556
1,1,Friday,activity_500,277.2222222
1,1,Friday,activity_501,293.4
1,1,Friday,activity_502,260.8888889
1,1,Friday,activity_503,308.8666667
1,1,Friday,activity_504,341.4666667
1,1,Friday,activity_505,277.9111111
1,1,Friday,activity_506,285.7777778
1,1,Friday,activity_507,338.6818182
1,1,Friday,activity_508,295.7045455
1,1,Friday,activity_509,377.7272727
1,1,Friday,activity_510,252.5909091
1,1,Friday,activity_511,299.2272727
1,1,Friday,activity_512,384.3636364
1,1,Friday,activity_513,318.6590909
1,1,Friday,activity_514,403.0909091
1,1,Friday,activity_515,405.3488372
1,1,Friday,activity_516,333.3488372
1,1,Friday,activity_517,304.0930233
1,1,Friday,activity_518,358.7045455
1,1,Friday,activity_519,271.7954545
1,1,Friday,activity_520,253.4651163
1,1,Friday,activity_521,270.7209302
1,1,Friday,activity_522,258.0697674
1,1,Friday,activity_523,193.2093023
1,1,Friday,activity_524,251.8863636
1,1,Friday,activity_525,353.3636364
1,1,Friday,activity_526,301.7272727
1,1,Friday,activity_527,260.6818182
1,1,Friday,activity_528,336.6590909
1,1,Friday,activity_529,282.0681818
1,1,Friday,activity_530,317.8181818
1,1,Friday,activity_531,374.7111111
1,1,Friday,activity_532,324.3333333
1,1,Friday,activity_533,321.4888889
1,1,Friday,activity_534,344.4782609
1,1,Friday,activity_535,288.8913043
1,1,Friday,activity_536,320.2173913
1,1,Friday,activity_537,299.4130435
1,1,Friday,activity_538,298.6304348
1,1,Friday,activity_539,262
1,1,Friday,activity_540,357.3043478
1,1,Friday,activity_541,394.3913043
1,1,Friday,activity_542,1
1,1,Friday,activity_543,335
1,1,Friday,activity_544,738
1,1,Friday,activity_545,580
1,1,Friday,activity_546,779
1,1,Friday,activity_547,717
1,1,Friday,activity_548,3423
1,1,Friday,activity_549,3008
1,1,Friday,activity_550,6997
1,1,Friday,activity_551,5236
1,1,Friday,activity_552,675
1,1,Friday,activity_553,580
1,1,Friday,activity_554,845
1,1,Friday,activity_555,492
1,1,Friday,activity_556,11
1,1,Friday,activity_557,11
1,1,Friday,activity_558,150
1,1,Friday,activity_559,226
1,1,Friday,activity_560,1035
1,1,Friday,activity_561,1596
1,1,Friday,activity_562,200
1,1,Friday,activity_563,22
1,1,Friday,activity_564,379
1,1,Friday,activity_565,542
1,1,Friday,activity_566,127
1,1,Friday,activity_567,95
1,1,Friday,activity_568,53
1,1,Friday,activity_569,43
1,1,Friday,activity_570,127
1,1,Friday,activity_571,291
1,1,Friday,activity_572,137
1,1,Friday,activity_573,425
1,1,Friday,activity_574,11
1,1,Friday,activity_575,458
1,1,Friday,activity_576,291
1,1,Friday,activity_577,188
1,1,Friday,activity_578,106
1,1,Friday,activity_579,95
1,1,Friday,activity_580,53
1,1,Friday,activity_581,1
1,1,Friday,activity_582,717
1,1,Friday,activity_583,85
1,1,Friday,activity_584,188
1,1,Friday,activity_585,960
1,1,Friday,activity_586,1701
1,1,Friday,activity_587,188
1,1,Friday,activity_588,137
1,1,Friday,activity_589,127
1,1,Friday,activity_590,238
1,1,Friday,activity_591,291
1,1,Friday,activity_592,238
1,1,Friday,activity_593,276
1,1,Friday,activity_594,137
1,1,Friday,activity_595,150
1,1,Friday,activity_596,53
1,1,Friday,activity_597,150
1,1,Friday,activity_598,200
1,1,Friday,activity_599,137
1,1,Friday,activity_600,74
1,1,Friday,activity_601,200
1,1,Friday,activity_602,95
1,1,Friday,activity_603,618
1,1,Friday,activity_604,542
1,1,Friday,activity_605,305
1,1,Friday,activity_606,137
1,1,Friday,activity_607,1
1,1,Friday,activity_608,1195
1,1,Friday,activity_609,891
1,1,Friday,activity_610,779
1,1,Friday,activity_611,305
1,1,Friday,activity_612,137
1,1,Friday,activity_613,127
1,1,Friday,activity_614,95
1,1,Friday,activity_615,11
1,1,Friday,activity_616,656
1,1,Friday,activity_617,1401
1,1,Friday,activity_618,1140
1,1,Friday,activity_619,1140
1,1,Friday,activity_620,393
1,1,Friday,activity_621,696
1,1,Friday,activity_622,891
1,1,Friday,activity_623,738
1,1,Friday,activity_624,291
1,1,Friday,activity_625,891
1,1,Friday,activity_626,580
1,1,Friday,activity_627,364
1,1,Friday,activity_628,349
1,1,Friday,activity_629,1
1,1,Friday,activity_630,32
1,1,Friday,activity_631,11
1,1,Friday,activity_632,1
1,1,Friday,activity_633,475
1,1,Friday,activity_634,845
1,1,Friday,activity_635,22
1,1,Friday,activity_636,150
1,1,Friday,activity_637,458
1,1,Friday,activity_638,1035
1,1,Friday,activity_639,1035
1,1,Friday,activity_640,696
1,1,Friday,activity_641,11
1,1,Friday,activity_642,22
1,1,Friday,activity_643,43
1,1,Friday,activity_644,85
1,1,Friday,activity_645,1
1,1,Friday,activity_646,1
1,1,Friday,activity_647,200
1,1,Friday,activity_648,127
1,1,Friday,activity_649,320
1,1,Friday,activity_650,335
1,1,Friday,activity_651,364
1,1,Friday,activity_652,11
1,1,Friday,activity_653,43
1,1,Friday,activity_654,22
1,1,Friday,activity_655,22
1,1,Friday,activity_656,85
1,1,Friday,activity_657,475
1,1,Friday,activity_658,1401
1,1,Friday,activity_659,1140
1,1,Friday,activity_660,320
1,1,Friday,activity_661,263
1,1,Friday,activity_662,64
1,1,Friday,activity_663,53
1,1,Friday,activity_664,64
1,1,Friday,activity_665,238
1,1,Friday,activity_666,675
1,1,Friday,activity_667,1222
1,1,Friday,activity_668,599
1,1,Friday,activity_669,509
1,1,Friday,activity_670,475
1,1,Friday,activity_671,22
1,1,Friday,activity_672,1
1,1,Friday,activity_673,11
1,1,Friday,activity_674,137
1,1,Friday,activity_675,492
1,1,Friday,activity_676,1
1,1,Friday,activity_677,163
1,1,Friday,activity_678,74
1,1,Friday,activity_679,175
1,1,Friday,activity_680,53
1,1,Friday,activity_681,43
1,1,Friday,activity_682,11
1,1,Friday,activity_683,150
1,1,Friday,activity_684,95
1,1,Friday,activity_685,349
1,1,Friday,activity_686,599
1,1,Friday,activity_687,263
1,1,Friday,activity_688,618
1,1,Friday,activity_689,561
1,1,Friday,activity_690,425
1,1,Friday,activity_691,779
1,1,Friday,activity_692,1113
1,1,Friday,activity_693,1340
1,1,Friday,activity_694,738
1,1,Friday,activity_695,1432
1,1,Friday,activity_696,200
1,1,Friday,activity_697,1010
1,1,Friday,activity_698,759
1,1,Friday,activity_699,238
1,1,Friday,activity_700,1
1,1,Friday,activity_701,188
1,1,Friday,activity_702,22
1,1,Friday,activity_703,53
1,1,Friday,activity_704,1
1,1,Friday,activity_705,1
1,1,Friday,activity_706,599
1,1,Friday,activity_707,821
1,1,Friday,activity_708,937
1,1,Friday,activity_709,1113
1,1,Friday,activity_710,291
1,1,Friday,activity_711,1222
1,1,Friday,activity_712,393
1,1,Friday,activity_713,675
1,1,Friday,activity_714,580
1,1,Friday,activity_715,561
1,1,Friday,activity_716,542
1,1,Friday,activity_717,238
1,1,Friday,activity_718,305
1,1,Friday,activity_719,95
1,1,Friday,activity_720,32
1,1,Friday,activity_721,213
1,1,Friday,activity_722,937
1,1,Friday,activity_723,116
1,1,Friday,activity_724,85
1,1,Friday,activity_725,458
1,1,Friday,activity_726,200
1,1,Friday,activity_727,175
1,1,Friday,activity_728,74
1,1,Friday,activity_729,53
1,1,Friday,activity_730,200
1,1,Friday,activity_731,226
1,1,Friday,activity_732,32
1,1,Friday,activity_733,53
1,1,Friday,activity_734,1
1,1,Friday,activity_735,64
1,1,Friday,activity_736,263
1,1,Friday,activity_737,291
1,1,Friday,activity_738,1113
1,1,Friday,activity_739,891
1,1,Friday,activity_740,868
1,1,Friday,activity_741,696
1,1,Friday,activity_742,1195
1,1,Friday,activity_743,891
1,1,Friday,activity_744,1252
1,1,Friday,activity_745,821
1,1,Friday,activity_746,1113
1,1,Friday,activity_747,637
1,1,Friday,activity_748,1401
1,1,Friday,activity_749,1168
1,1,Friday,activity_750,1195
1,1,Friday,activity_751,379
1,1,Friday,activity_752,1113
1,1,Friday,activity_753,1562
1,1,Friday,activity_754,779
1,1,Friday,activity_755,542
1,1,Friday,activity_756,364
1,1,Friday,activity_757,43
1,1,Friday,activity_758,150
1,1,Friday,activity_759,759
1,1,Friday,activity_760,580
1,1,Friday,activity_761,349
1,1,Friday,activity_762,175
1,1,Friday,activity_763,580
1,1,Friday,activity_764,696
1,1,Friday,activity_765,845
1,1,Friday,activity_766,408
1,1,Friday,activity_767,276
1,1,Friday,activity_768,580
1,1,Friday,activity_769,868
1,1,Friday,activity_770,276
1,1,Friday,activity_771,276
1,1,Friday,activity_772,696
1,1,Friday,activity_773,85
1,1,Friday,activity_774,43
1,1,Friday,activity_775,11
1,1,Friday,activity_776,64
1,1,Friday,activity_777,1
1,1,Friday,activity_778,11
1,1,Friday,activity_779,1
1,1,Friday,activity_780,11
1,1,Friday,activity_781,32
1,1,Friday,activity_782,251
1,1,Friday,activity_783,11
1,1,Friday,activity_784,1
1,1,Friday,activity_785,175
1,1,Friday,activity_786,11
1,1,Friday,activity_787,22
1,1,Friday,activity_788,1
1,1,Friday,activity_789,1
1,1,Friday,activity_790,1
1,1,Friday,activity_791,175
1,1,Friday,activity_792,200
1,1,Friday,activity_793,32
